text,sentiment,source,sentiment_original,LM_pos,LM_neg,VADER_compound,combined,confidence
"UFC Cuts 8 Fighters, Including Top-10 Ranked Contender",neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.2263,-0.0905,0.0905
Nullable Reference Types in F# 9,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
AtCoder Beginner Contest 380 （A~E）题解 - ZhangDT,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
TOYOTA SYSTEMS Programming Contest 2024（AtCoder Beginner Contest 377) 补题记录（A-E) - ZhangDT,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
The Hidden Mental Health Costs of Dieting,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Links 11/16/2024,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Tailoring Hierarchical MnO2 Nanostructures on Self-Supporting Cathodes for High-Mass-Loading Zinc-Ion Batteries,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Site-Selective Decarbonylative [4+2] Annulation of Carboxylic Acids with Terminal Alkynes by C–C/C–H Activation Strategy and Cluster Catalysis,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Email Address の難読化 (Obfuscation) 機能,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
PyPy: Guest Post: Final Encoding in RPython Interpreters,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
S T A L K E R 2 Heart of Chornobyl-RUNE,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
"5-12% off Flights to Rome, Athens, London & More (Fly from now to 31/10/2025) @ Qatar Airways",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
SilverStone Extreme 1200R Platinum SFX-L PSU review,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"Puma Essentials Small Logo Men's T-Shirt (Red) $9 (S, XXL), $10.80 (M, L, XL) Delivered @ Puma Store via Amazon AU",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.1779,0.0712,0.0712
Mike's Blog Roundup,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
James Gunn Explains the Inconsistency in Rick Flag Sr.’s Appearance in the DCU,negative,Financial_News_sentiment_analysis,Neutral,0,1,0.0,-0.457,0.457
Don't Implement Unification by Recursion,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Iterative α-(de)blending and Stochastic Interpolants,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
From string to AST: parsing,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Students All-Time All-Stars Delivery 2 Has Dropped,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Memory64,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Easy and Fun DIY Halloween Costumes You Can Do on a Budget,positive,Financial_News_sentiment_analysis,Positive,1,0,0.7351,0.751,0.751
Last-Minute Halloween Shopping? Try These Budget DIY Costumes,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Can You Solve This Old-Timey Riddle? #13,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.2023,0.0809,0.0809
The evolutionary mystery of the German cockroach,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Links 11/9/2024,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
PALY Traces Hollywood Cult History in Halloween Capsule,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
The geometry of data: the missing metric tensor and the Stein score [Part II],neutral,Financial_News_sentiment_analysis,Negative,0,0,-0.296,-0.1184,0.1184
Australia/Lord_Howe is the weirdest timezone,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.2263,-0.0905,0.0905
Lisp Query Notation (LQN),neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
"Mirrord Mirrord on the wall, who's most processed of them all",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
A daring developer reincarnates Clippy from the Microsoft Graveyard to pop up like an AI genie with insightful details about cryptic screenshots on Windows PCs — like Google's Circle to Search tool,positive,Financial_News_sentiment_analysis,Positive,0,0,0.6486,0.2594,0.2594
Ranking All 30 MLB Teams as a Free-Agent Destination for the 2024-25 Offseason,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Understanding the BM25 full text search algorithm,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Sad for No Reason? Maybe It's the Music You Listen To,negative,Financial_News_sentiment_analysis,Positive,0,0,-0.6486,-0.2594,0.2594
An unearthly spectacle – The untold story of the biggest nuclear bomb (2021),negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.4939,-0.1976,0.1976
Mortal Kombat 1 Dev NetherRealm Is Using Ghostface to Secretly Bring Back Two Obscure Characters — and Fans Have Already Worked Out Their True Identities,positive,Financial_News_sentiment_analysis,Negative,0,0,0.4215,0.1686,0.1686
Understanding privacy risk with k-anonymity and l-diversity,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.2732,-0.5662,0.5662
Bjorn: A powerful network scanning and offensive security tool for Raspberry Pi,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.296,0.1184,0.1184
The Effects of Fluorinated Metal-Organic Frameworks as Additives in Polymer-Based Electrolytes for All-Solid-State Lithium Batteries,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Jake Paul’s Victory Over Mike Tyson In 2024 Ushers In A New Boxing Era,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Orientation-modulated oxygen evolution reaction in epitaxial SrRuO3 films,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
"From Boom to Bloom: Synthesis of Diazidodifluoromethane, its Stability and Applicability in the ‘Click’ Reaction",positive,Financial_News_sentiment_analysis,Positive,2,0,0.0,0.5784,0.5784
A new microporous organic-inorganic hybrid titanium phosphate for selective acetalization of glycerol,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Mike’s Blog Round-Up,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Model Predictive Control in the Browser with WebAssembly,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Correction: Dog–human vocal interactions match dogs’ sensory-motor tuning,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Monthly News – October 2024,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
UFC Macau–When It Starts And How To Watch Full Card,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"Today’s ‘Quordle’ Hints And Answers For Wednesday, November 20",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Assessment of Fine-Tuned Large Language Models for Real-World Chemistry and Material Science Applications,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Tyson Vs. Paul: Netflix Reveals Huge Numbers Despite Technical Issues,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.3182,0.1273,0.1273
UFC 308: Max Holloway’s Impressive List of UFC Stats And Records,positive,Financial_News_sentiment_analysis,Positive,0,0,0.5106,0.2042,0.2042
Watch Ghostface From SCREAM Slash His Way Through MORTAL KOMBAT 1,negative,Financial_News_sentiment_analysis,Negative,0,0,-0.6739,-0.2696,0.2696
Can We Forgive if Disrespected by Strangers on Social Media?,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.2263,-0.0905,0.0905
"Quordle today – hints and answers for Wednesday, November 20 (game #1031)",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
DPaRL：耶鲁+AWS出品，开放世界持续学习场景的新解法 | ECCV'24 - 晓飞的算法工程笔记,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Boxing Legend Calls Out Mike Tyson For Trilogy Fight,negative,Financial_News_sentiment_analysis,Positive,0,0,-0.3818,-0.1527,0.1527
Mike Tyson Vs. Jake Paul Was An Entertaining Disaster,negative,Financial_News_sentiment_analysis,Negative,0,1,-0.296,-0.5754,0.5754
"Rapid, Potent, and Persistent Covalent Chemical Probes to Deconvolute PI3Kα Signaling",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
How Punk Band Success Is Disrupting Country Music,positive,Financial_News_sentiment_analysis,Negative,1,0,0.5719,0.6857,0.6857
Efficient synthesis of porous triazine-based macrocycles with 22-carbon and 6-nitrogen ring atoms and their adsorption/desorption of non-volatile organic compounds,positive,Financial_News_sentiment_analysis,Negative,1,0,0.4215,0.6256,0.6256
Links 10/26/2024,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
How JJ Redick has changed the Lakers -- with the same roster,positive,Financial_News_sentiment_analysis,Neutral,0,0,0.4084,0.1634,0.1634
Charles Bonnet Syndrome,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Anatase/TiO2(B) Homojunction Nanosheets with Gold Cocatalyst for Direct Photocatalytic Coupling of Methane to Ethane,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Template-directed synthesis of one-dimensional hexagonal PdTe nanowires for efficient ethanol electrooxidation,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.4215,0.6256,0.6256
Room Temperature Dithiocarbamation of 2-Tetralones with Elemental Sulfur and Isothiocyanates S8/R-N=C=S: Atom-Efficient Access to 4-Hydroxythiazolidine-2-thiones,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
RTP: One protocol to rule them all?,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Can Stories Build Resilience in Children?,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.0,0.457,0.457
"The Prison of the Future: A Humane, Evidence-Based Approach",negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.5106,-0.2042,0.2042
Break the Cycle: Managing Stress & Prioritizing Mental Health,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.4215,-0.1686,0.1686
"Halloween 2024: See Photos Of Heidi Klum, Bradley Cooper, M. Night Shyamalan And More",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
What are the ICC countries where Netanyahu and Gallant may face arrest?,negative,Financial_News_sentiment_analysis,Neutral,0,1,0.0772,-0.4261,0.4261
Stallone: Mike Tyson Gave Oscar-Winning Performance In Jake Paul Fight,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.3818,-0.1527,0.1527
Greenland ice thickness,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Older adult prostate cancer patients are increasingly being overtreated,positive,Financial_News_sentiment_analysis,Negative,1,0,-0.6597,0.1931,0.1931
Need a Last-Minute Halloween Costume? Check Out These Budget DIYs,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Links 11/19/2024,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
‘American Pickers’ Host Mike Wolfe Recalls Frank Fritz’s Final Moments,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
How do we combine errors? The linear case,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.34,-0.593,0.593
Advancing Continuous Flow Techniques for Effective Trimethoprim Oxidation: Combatting Bacterial Resistance in Wastewater,positive,Financial_News_sentiment_analysis,Positive,1,0,0.4767,0.6476,0.6476
Correction: Improving the direct air capture capacity of grafted amines via thermal treatment,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.4215,0.6256,0.6256
Ratting on wildlife crime: training rats to detect illegally trafficked wildlife,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.5423,-0.6739,0.6739
PyBites: A Practical Example of the Pipeline Pattern in Python,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Selective Hydrogenolysis of the Csp2–O Bond in the Furan Ring Using Hydride-Proton Pairs Derived from Hydrogen Spillover,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
The TikTok Ad Awards 2024,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.4588,0.6405,0.6405
"GoLic, injects license into source code files",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Dtype_dispatch: a macro that defines macros that define enums and match them,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
"Rediscovered ’90s Band Panchiko Announce New Album Ginkgo, Share Title Track",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.296,0.1184,0.1184
eVitara marks Maruti’s EV leap. Will it fuel success in India and beyond?,positive,Financial_News_sentiment_analysis,Negative,1,0,0.5719,0.6857,0.6857
"Mahindra XEV 9e, BE 6e electric SUVs front facia revealed: Design, unveil date, features and more",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Video: Madhya Pradesh Man Fires Gunshots In Air After Buying Mahindra Thar,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
F1 Academy points leader Pulling heads Formula E all-female test,positive,Financial_News_sentiment_analysis,Negative,1,0,0.0,0.457,0.457
Wait for market stability before making big moves: Hemang Jani,positive,Financial_News_sentiment_analysis,Positive,1,0,0.0,0.457,0.457
Mahindra To Launch 2 New Electric SUVs On Nov 26 - XEV 9e & BE 6e,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
"Mahindra Records Highest-Ever Sales In Oct'24, Scoring 25% YoY Hike",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Mahindra and Mahindra Q2 Preview: Revenue may rise 13% YoY; Profit expected to remain muted,positive,Financial_News_sentiment_analysis,Positive,1,0,0.4404,0.6331,0.6331
What is fuelling M&M’s growth even as the auto sector is slowing down? Anish Shah explains,positive,Financial_News_sentiment_analysis,Negative,1,0,0.3818,0.6097,0.6097
Why Influencer Marketing Is The New Power Tool For B2B IT Services,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
"Mahindra XUV700 Prices Increased By Up To Rs 50,000; Check Details",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.2732,0.1093,0.1093
Exclusive: Uber says Didi deal frees resources for key Indian market - letter,positive,Financial_News_sentiment_analysis,Negative,0,0,0.4019,0.1608,0.1608
Exclusive: One Ford two systems - U.S. carmaker revamps China strategy amid EV push,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.128,0.0512,0.0512
Ssangyong Motor targets U.S. entry in late 2019: CEO,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Tech Mahindra launches a suite of GenAI-powered solutions enterprises,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.1779,0.0712,0.0712
"RIL, Mazagon Dock among 30 stocks with record dates for dividend, bonus, rights, split this week. Do you own any?",positive,Financial_News_sentiment_analysis,Negative,1,0,0.5423,0.6739,0.6739
